iter	Passed	Remaining
1665	58561	64501
1666	58593	64463
1667	58633	64433
1668	58671	64401
1669	58708	64368
1670	58741	64330
1671	58778	64297
1672	58811	64260
1673	58844	64222
1674	58878	64186
1675	58916	64154
1676	58952	64120
1677	58987	64084
1678	59023	64050
1679	59061	64018
1680	59097	63983
1681	59129	63945
1682	59172	63918
1683	59207	63883
1684	59242	63848
1685	59277	63813
1686	59318	63783
1687	59358	63754
1688	59391	63717
1689	59429	63684
1690	59465	63650
1691	59503	63618
1692	59549	63594
1693	59592	63567
1694	59630	63535
1695	59670	63505
1696	59711	63476
1697	59755	63450
1698	59790	63414
1699	59833	63388
1700	59893	63379
1701	60002	63422
1702	60089	63441
1703	60125	63407
1704	60166	63377
1705	60210	63351
1706	60316	63390
1707	60388	63393
1708	60429	63364
1709	60467	63331
1710	60507	63301
1711	60545	63269
1712	60591	63244
1713	60632	63214
1714	60672	63184
1715	60714	63156
1716	60755	63126
1717	60796	63096
1718	60841	63071
1719	60881	63041
1720	60923	63012
1721	60960	62978
1722	60995	62942
1723	61043	62920
1724	61081	62887
1725	61116	62851
1726	61154	62818
1727	61201	62795
1728	61269	62792
1729	61320	62773
1730	61391	62774
1731	61434	62746
1732	61493	62735
1733	61543	62715
1734	61630	62731
1735	61690	62721
1736	61738	62698
1737	61783	62672
1738	61828	62646
1739	61865	62611
1740	61915	62591
1741	61965	62569
1742	62047	62581
1743	62141	62604
1744	62207	62599
1745	62249	62569
1746	62296	62545
1747	62348	62526
1748	62397	62504
1749	62443	62479
1750	62488	62452
1751	62540	62433
1752	62582	62403
1753	62624	62374
1754	62671	62349
1755	62721	62328
1756	62763	62299
1757	62810	62274
1758	62856	62249
1759	62915	62235
1760	62976	62225
1761	63028	62206
1762	63075	62181
1763	63128	62162
1764	63190	62151
1765	63247	62137
1766	63367	62183
1767	63435	62179
1768	63483	62155
1769	63575	62174
1770	63629	62156
1771	63730	62184
1772	63805	62186
1773	63862	62170
1774	63921	62156
1775	63983	62146
1776	64043	62133
1777	64101	62118
1778	64206	62149
1779	64287	62156
1780	64355	62151
1781	64405	62128
1782	64465	62115
1783	64512	62089
1784	64567	62071
1785	64622	62053
1786	64664	62022
1787	64707	61993
1788	64751	61964
1789	64793	61933
1790	64837	61905
1791	64880	61875
1792	64922	61844
1793	64961	61811
1794	65005	61782
1795	65043	61747
1796	65085	61717
1797	65130	61689
1798	65177	61663
1799	65226	61639
1800	65277	61616
1801	65329	61595
1802	65372	61565
1803	65412	61533
1804	65456	61503
1805	65503	61477
1806	65547	61448
1807	65591	61419
1808	65633	61388
1809	65673	61356
1810	65713	61322
1811	65753	61290
1812	65792	61255
1813	65834	61224
1814	65877	61195
1815	65926	61170
1816	65963	61135
1817	66002	61101
1818	66039	61065
1819	66071	61025
1820	66108	60989
1821	66144	60953
1822	66181	60917
1823	66218	60882
1824	66253	60844
1825	66288	60807
1826	66326	60772
1827	66365	60738
1828	66418	60717
1829	66457	60682
1830	66496	60649
1831	66534	60614
1832	66573	60580
1833	66611	60545
1834	66649	60511
1835	66687	60476
1836	66721	60438
1837	66762	60405
1838	66801	60371
1839	66847	60344
1840	66892	60315
1841	66930	60281
1842	66966	60244
1843	67003	60208
1844	67041	60173
1845	67081	60140
1846	67119	60106
1847	67155	60069
1848	67204	60044
1849	67258	60023
1850	67297	59989
1851	67341	59960
1852	67386	59931
1853	67428	59900
1854	67469	59867
1855	67513	59838
1856	67561	59812
1857	67610	59786
1858	67650	59753
1859	67695	59724
1860	67736	59692
1861	67778	59661
1862	67818	59627
1863	67862	59597
1864	67901	59564
1865	67943	59532
1866	67985	59501
1867	68027	59469
1868	68076	59444
1869	68131	59423
1870	68171	59390
1871	68214	59360
1872	68249	59322
1873	68292	59291
1874	68342	59266
1875	68400	59248
1876	68453	59226
1877	68521	59217
1878	68590	59209
1879	68648	59191
1880	68714	59179
1881	68764	59155
1882	68816	59131
1883	68868	59108
1884	68956	59116
1885	69046	59125
1886	69132	59130
1887	69219	59137
1888	69288	59128
1889	69337	59102
1890	69397	59085
1891	69470	59079
1892	69539	59069
1893	69621	59072
1894	69706	59075
1895	69778	59068
1896	69848	59060
1897	69901	59036
1898	69954	59013
1899	69995	58980
1900	70047	58956
1901	70089	58923
1902	70138	58897
1903	70185	58868
1904	70232	58840
1905	70276	58809
1906	70317	58775
1907	70356	58741
1908	70397	58707
1909	70434	58670
1910	70476	58637
1911	70516	58604
1912	70552	58566
1913	70590	58530
1914	70629	58495
1915	70672	58463
1916	70724	58438
1917	70767	58407
1918	70814	58378
1919	70860	58349
1920	70905	58318
1921	70947	58286
1922	70999	58261
1923	71041	58229
1924	71085	58197
1925	71127	58164
1926	71180	58140
1927	71224	58109
1928	71269	58079
1929	71312	58047
1930	71351	58012
1931	71389	57976
1932	71431	57943
1933	71472	57910
1934	71512	57874
1935	71551	57840
1936	71595	57808
1937	71638	57776
1938	71683	57746
1939	71722	57710
1940	71764	57677
1941	71818	57654
1942	71891	57646
1943	71940	57619
1944	71984	57587
1945	72024	57553
1946	72070	57523
1947	72115	57492
1948	72162	57463
1949	72206	57432
1950	72245	57396
1951	72287	57363
1952	72326	57327
1953	72364	57292
1954	72410	57261
1955	72453	57229
1956	72495	57196
1957	72537	57162
1958	72576	57127
1959	72618	57094
1960	72666	57065
1961	72705	57030
1962	72746	56996
1963	72788	56963
1964	72826	56927
1965	72867	56892
1966	72906	56857
1967	72946	56822
1968	72987	56788
1969	73034	56759
1970	73075	56725
1971	73118	56692
1972	73157	56656
1973	73203	56627
1974	73244	56593
1975	73295	56566
1976	73348	56542
1977	73400	56516
1978	73440	56481
1979	73485	56449
1980	73534	56421
1981	73578	56390
1982	73619	56356
1983	73657	56319
1984	73690	56279
1985	73727	56242
1986	73768	56207
1987	73817	56179
1988	73862	56149
1989	73902	56113
1990	73947	56082
1991	73986	56047
1992	74032	56016
1993	74076	55984
1994	74122	55954
1995	74164	55920
1996	74208	55888
1997	74253	55857
1998	74301	55828
1999	74344	55795
2000	74379	55756
2001	74434	55732
2002	74470	55695
2003	74509	55659
2004	74547	55622
2005	74584	55585
2006	74623	55549
2007	74663	55513
2008	74701	55477
2009	74745	55445
2010	74788	55412
2011	74828	55377
2012	74872	55345
2013	74912	55310
2014	74953	55275
2015	74989	55237
2016	75027	55201
2017	75072	55170
2018	75112	55134
2019	75149	55097
2020	75189	55061
2021	75224	55023
2022	75261	54986
2023	75301	54950
2024	75343	54917
2025	75384	54882
2026	75423	54846
2027	75464	54812
2028	75498	54772
2029	75535	54735
2030	75580	54703
2031	75621	54669
2032	75659	54632
2033	75701	54598
2034	75738	54561
2035	75782	54529
2036	75819	54491
2037	75864	54459
2038	75899	54421
2039	75942	54388
2040	75978	54350
2041	76015	54313
2042	76056	54278
2043	76092	54240
2044	76130	54203
2045	76173	54170
2046	76210	54132
2047	76250	54097
2048	76306	54073
2049	76345	54037
2050	76385	54002
2051	76426	53967
2052	76466	53932
2053	76509	53899
2054	76559	53871
2055	76602	53837
2056	76641	53801
2057	76678	53764
2058	76715	53726
2059	76761	53695
2060	76799	53659
2061	76840	53624
2062	76877	53587
2063	76921	53554
2064	76965	53521
2065	77015	53493
2066	77057	53459
2067	77104	53428
2068	77144	53393
2069	77187	53360
2070	77227	53324
2071	77275	53294
2072	77323	53264
2073	77372	53235
2074	77425	53208
2075	77465	53173
2076	77511	53142
2077	77549	53105
2078	77593	53072
2079	77630	53035
2080	77674	53002
2081	77720	52970
2082	77765	52939
2083	77808	52904
2084	77847	52869
2085	77892	52837
2086	77932	52801
2087	77971	52765
2088	78011	52729
2089	78053	52695
2090	78090	52657
2091	78131	52622
2092	78168	52585
2093	78213	52553
2094	78253	52517
2095	78293	52481
2096	78334	52447
2097	78380	52415
2098	78423	52381
2099	78469	52350
2100	78520	52322
2101	78583	52301
2102	78636	52275
2103	78685	52245
2104	78730	52212
2105	78777	52181
2106	78814	52143
2107	78854	52108
2108	78890	52070
2109	78932	52035
2110	78971	51999
2111	79006	51960
2112	79051	51927
2113	79103	51900
2114	79158	51874
2115	79198	51838
2116	79236	51801
2117	79275	51764
2118	79311	51726
2119	79363	51698
2120	79404	51663
2121	79474	51646
2122	79512	51610
2123	79549	51572
2124	79587	51535
2125	79629	51501
2126	79669	51465
2127	79710	51429
2128	79757	51398
2129	79792	51359
2130	79830	51322
2131	79867	51284
2132	79912	51251
2133	79949	51214
2134	79990	51178
2135	80031	51143
2136	80072	51108
2137	80111	51071
2138	80145	51032
2139	80177	50991
2140	80218	50956
2141	80254	50917
2142	80293	50881
2143	80330	50843
2144	80365	50804
2145	80402	50766
2146	80442	50730
2147	80484	50696
2148	80528	50662
2149	80577	50632
2150	80614	50595
2151	80652	50557
2152	80690	50520
2153	80731	50485
2154	80787	50459
2155	80840	50431
2156	80879	50395
2157	80915	50356
2158	80963	50325
2159	81001	50288
2160	81040	50251
2161	81079	50215
2162	81121	50180
2163	81162	50145
2164	81203	50110
2165	81248	50077
2166	81295	50045
2167	81332	50007
2168	81371	49971
2169	81413	49936
2170	81447	49896
2171	81485	49859
2172	81522	49821
2173	81556	49781
2174	81592	49743
2175	81628	49704
2176	81665	49666
2177	81705	49630
2178	81742	49593
2179	81777	49554
2180	81811	49514
2181	81850	49477
2182	81885	49438
2183	81925	49402
2184	81962	49364
2185	81998	49326
2186	82047	49296
2187	82088	49260
2188	82126	49223
2189	82166	49187
2190	82203	49149
2191	82240	49111
2192	82278	49074
2193	82328	49044
2194	82372	49010
2195	82412	48974
2196	82452	48938
2197	82492	48902
2198	82531	48865
2199	82571	48829
2200	82611	48793
2201	82654	48759
2202	82700	48727
2203	82741	48691
2204	82783	48656
2205	82823	48620
2206	82865	48585
2207	82914	48554
2208	82957	48519
2209	82997	48484
2210	83040	48449
2211	83083	48415
2212	83125	48380
2213	83162	48342
2214	83205	48307
2215	83263	48282
2216	83315	48252
2217	83360	48219
2218	83410	48189
2219	83449	48152
2220	83490	48116
2221	83532	48081
2222	83575	48047
2223	83615	48011
2224	83653	47974
2225	83692	47936
2226	83736	47903
2227	83774	47865
2228	83818	47831
2229	83857	47794
2230	83898	47759
2231	83940	47724
2232	83981	47688
2233	84017	47649
2234	84052	47610
2235	84092	47574
2236	84132	47538
2237	84171	47501
2238	84211	47465
2239	84253	47430
2240	84314	47405
2241	84357	47370
2242	84396	47334
2243	84440	47300
2244	84483	47265
2245	84527	47231
2246	84570	47196
2247	84607	47159
2248	84646	47122
2249	84683	47083
2250	84722	47047
2251	84759	47009
2252	84794	46969
2253	84837	46935
2254	84884	46902
2255	84926	46867
2256	84965	46830
2257	84999	46791
2258	85032	46750
2259	85074	46715
2260	85112	46678
2261	85146	46638
2262	85185	46601
2263	85220	46562
2264	85256	46524
2265	85294	46486
2266	85335	46450
2267	85373	46413
2268	85408	46374
2269	85449	46338
2270	85487	46300
2271	85522	46262
2272	85561	46224
2273	85593	46184
2274	85629	46145
2275	85660	46104
2276	85700	46068
2277	85731	46027
2278	85767	45988
2279	85801	45948
2280	85837	45910
2281	85880	45875
2282	85915	45836
2283	85948	45796
2284	85987	45759
2285	86024	45721
2286	86065	45685
2287	86102	45647
2288	86140	45610
2289	86179	45573
2290	86214	45534
2291	86252	45497
2292	86299	45464
2293	86339	45427
2294	86379	45391
2295	86419	45355
2296	86454	45316
2297	86491	45278
2298	86527	45239
2299	86561	45200
2300	86594	45159
2301	86627	45120
2302	86659	45079
2303	86693	45040
2304	86731	45002
2305	86767	44964
2306	86799	44923
2307	86834	44884
2308	86870	44846
2309	86907	44808
2310	86945	44770
2311	86980	44731
2312	87018	44694
2313	87053	44655
2314	87089	44616
2315	87120	44575
2316	87151	44535
2317	87188	44497
2318	87228	44460
2319	87269	44424
2320	87306	44386
2321	87347	44350
2322	87381	44311
2323	87415	44271
2324	87446	44230
2325	87482	44192
2326	87518	44154
2327	87554	44115
2328	87592	44078
2329	87629	44040
2330	87666	44002
2331	87702	43964
2332	87739	43926
2333	87777	43888
2334	87813	43850
2335	87855	43814
2336	87893	43777
2337	87926	43737
2338	87961	43698
2339	87994	43658
2340	88028	43619
2341	88070	43583
2342	88102	43543
2343	88136	43504
2344	88173	43466
2345	88209	43427
2346	88246	43390
2347	88281	43350
2348	88318	43313
2349	88355	43275
2350	88391	43236
2351	88427	43198
2352	88459	43158
2353	88497	43120
2354	88531	43081
2355	88567	43043
2356	88612	43009
2357	88652	42972
2358	88687	42933
2359	88724	42896
2360	88758	42856
2361	88793	42818
2362	88832	42780
2363	88870	42743
2364	88907	42705
2365	88939	42665
2366	88974	42626
2367	89006	42586
2368	89041	42547
2369	89074	42507
2370	89107	42467
2371	89140	42428
2372	89176	42390
2373	89211	42350
2374	89245	42311
2375	89280	42272
2376	89315	42233
2377	89354	42197
2378	89389	42158
2379	89430	42122
2380	89463	42082
2381	89498	42043
2382	89531	42004
2383	89569	41967
2384	89601	41926
2385	89634	41887
2386	89670	41848
2387	89704	41809
2388	89739	41770
2389	89775	41732
2390	89815	41696
2391	89852	41658
2392	89892	41621
2393	89926	41582
2394	89961	41543
2395	90001	41507
2396	90040	41470
2397	90080	41434
2398	90116	41395
2399	90152	41357
2400	90188	41319
2401	90223	41280
2402	90257	41241
2403	90293	41203
2404	90329	41164
2405	90364	41125
2406	90401	41088
2407	90438	41050
2408	90473	41011
2409	90509	40973
2410	90550	40937
2411	90582	40897
2412	90614	40857
2413	90648	40818
2414	90687	40781
2415	90723	40743
2416	90757	40703
2417	90797	40667
2418	90829	40627
2419	90864	40588
2420	90904	40552
2421	90939	40513
2422	90971	40473
2423	91009	40436
2424	91046	40398
2425	91078	40358
2426	91116	40321
2427	91149	40281
2428	91188	40244
2429	91221	40204
2430	91253	40165
2431	91285	40125
2432	91319	40086
2433	91354	40047
2434	91393	40010
2435	91432	39973
2436	91475	39938
2437	91515	39902
2438	91559	39867
2439	91594	39828
2440	91628	39789
2441	91659	39749
2442	91690	39708
2443	91727	39671
2444	91762	39632
2445	91797	39593
2446	91834	39556
2447	91875	39520
2448	91907	39480
2449	91945	39442
2450	91983	39405
2451	92024	39369
2452	92061	39331
2453	92100	39294
2454	92134	39255
2455	92170	39217
2456	92209	39180
2457	92246	39142
2458	92283	39105
2459	92323	39068
2460	92366	39033
2461	92410	38998
2462	92457	38964
2463	92493	38926
2464	92532	38889
2465	92575	38854
2466	92615	38818
2467	92652	38780
2468	92687	38741
2469	92720	38702
2470	92767	38668
2471	92805	38631
2472	92839	38592
2473	92877	38555
2474	92917	38518
2475	92954	38480
2476	92989	38442
2477	93028	38405
2478	93074	38371
2479	93114	38334
2480	93147	38295
2481	93182	38256
2482	93218	38218
2483	93253	38180
2484	93286	38140
2485	93320	38101
2486	93353	38062
2487	93389	38024
2488	93425	37985
2489	93464	37949
2490	93504	37912
2491	93536	37872
2492	93576	37835
2493	93612	37797
2494	93646	37758
2495	93680	37719
2496	93714	37681
2497	93750	37642
2498	93784	37603
2499	93819	37565
2500	93859	37528
2501	93898	37492
2502	93933	37453
2503	93965	37413
2504	94001	37375
2505	94031	37335
2506	94069	37297
2507	94101	37258
2508	94132	37217
2509	94172	37181
2510	94208	37142
2511	94241	37104
2512	94276	37065
2513	94308	37025
2514	94341	36986
2515	94373	36946
2516	94410	36908
2517	94444	36870
2518	94483	36833
2519	94517	36794
2520	94555	36756
2521	94591	36719
2522	94626	36680
2523	94661	36641
2524	94699	36604
2525	94739	36568
2526	94777	36530
2527	94812	36492
2528	94842	36451
2529	94875	36412
2530	94912	36375
2531	94949	36337
2532	94988	36300
2533	95021	36261
2534	95063	36225
2535	95098	36186
2536	95130	36147
2537	95164	36108
2538	95200	36070
2539	95231	36030
2540	95267	35992
2541	95298	35952
2542	95337	35915
2543	95375	35878
2544	95409	35839
2545	95442	35800
2546	95477	35761
2547	95511	35722
2548	95550	35686
2549	95584	35647
2550	95618	35608
2551	95652	35569
2552	95686	35531
2553	95717	35491
2554	95753	35453
2555	95790	35415
2556	95824	35376
2557	95855	35336
2558	95890	35298
2559	95926	35260
2560	95958	35221
2561	95994	35183
2562	96031	35145
2563	96067	35107
2564	96099	35067
2565	96134	35029
2566	96173	34992
2567	96206	34953
2568	96242	34915
2569	96279	34877
2570	96313	34839
2571	96346	34800
2572	96386	34763
2573	96428	34727
2574	96462	34689
2575	96501	34652
2576	96536	34613
2577	96578	34577
2578	96611	34538
2579	96646	34500
2580	96684	34463
2581	96718	34424
2582	96753	34386
2583	96791	34348
2584	96826	34310
2585	96858	34271
2586	96889	34231
2587	96922	34192
2588	96962	34155
2589	96996	34117
2590	97034	34079
2591	97067	34040
2592	97102	34002
2593	97132	33962
2594	97168	33924
2595	97201	33885
2596	97238	33848
2597	97271	33809
2598	97303	33769
2599	97335	33730
2600	97368	33691
2601	97402	33652
2602	97435	33613
2603	97468	33574
2604	97504	33536
2605	97536	33497
2606	97575	33460
2607	97609	33422
2608	97649	33385
2609	97683	33347
2610	97711	33306
2611	97746	33268
2612	97783	33230
2613	97821	33193
2614	97864	33157
2615	97900	33119
2616	97933	33081
2617	97968	33042
2618	98002	33004
2619	98040	32966
2620	98075	32928
2621	98111	32890
2622	98144	32851
2623	98179	32813
2624	98212	32774
2625	98248	32737
2626	98281	32698
2627	98312	32658
2628	98347	32620
2629	98393	32585
2630	98428	32547
2631	98461	32508
2632	98496	32470
2633	98532	32432
2634	98568	32394
2635	98602	32356
2636	98637	32317
2637	98675	32280
2638	98714	32244
2639	98745	32204
2640	98773	32164
2641	98810	32126
2642	98842	32087
2643	98875	32048
2644	98907	32009
2645	98938	31969
2646	98974	31932
2647	99010	31894
2648	99044	31855
2649	99081	31818
2650	99115	31779
2651	99147	31740
2652	99181	31702
2653	99215	31663
2654	99254	31626
2655	99286	31587
2656	99319	31549
2657	99354	31510
2658	99386	31471
2659	99426	31435
2660	99464	31398
2661	99496	31358
2662	99530	31320
2663	99564	31282
2664	99606	31246
2665	99640	31207
2666	99678	31170
2667	99715	31133
2668	99752	31095
2669	99787	31057
2670	99819	31018
2671	99850	30979
2672	99889	30942
2673	99930	30905
2674	99965	30867
2675	100016	30834
2676	100051	30796
2677	100085	30758
2678	100120	30720
2679	100152	30681
2680	100192	30644
2681	100228	30606
2682	100260	30567
2683	100292	30528
2684	100328	30491
2685	100366	30453
2686	100405	30416
2687	100446	30380
2688	100478	30341
2689	100513	30303
2690	100550	30266
2691	100588	30228
2692	100619	30189
2693	100653	30151
2694	100686	30112
2695	100721	30074
2696	100757	30036
2697	100789	29997
2698	100825	29960
2699	100858	29921
2700	100891	29882
2701	100926	29844
2702	100960	29806
2703	100996	29768
2704	101032	29730
2705	101070	29693
2706	101106	29655
2707	101151	29620
2708	101187	29582
2709	101222	29545
2710	101258	29507
2711	101293	29469
2712	101329	29431
2713	101365	29393
2714	101397	29354
2715	101435	29317
2716	101470	29279
2717	101500	29240
2718	101534	29201
2719	101571	29164
2720	101608	29126
2721	101645	29089
2722	101680	29051
2723	101717	29014
2724	101757	28977
2725	101800	28941
2726	101835	28903
2727	101870	28865
2728	101909	28829
2729	101943	28790
2730	101978	28752
2731	102011	28714
2732	102050	28677
2733	102086	28639
2734	102118	28600
2735	102148	28561
2736	102181	28522
2737	102220	28485
2738	102255	28447
2739	102287	28408
2740	102322	28371
2741	102357	28333
2742	102388	28294
2743	102420	28255
2744	102455	28217
2745	102486	28178
2746	102516	28138
2747	102554	28101
2748	102585	28062
2749	102617	28024
2750	102650	27985
2751	102684	27947
2752	102718	27908
2753	102752	27870
2754	102785	27832
2755	102830	27797
2756	102873	27761
2757	102926	27728
2758	102967	27691
2759	103009	27655
2760	103049	27619
2761	103086	27581
2762	103127	27545
2763	103164	27507
2764	103196	27469
2765	103229	27430
2766	103264	27392
2767	103296	27354
2768	103333	27316
2769	103368	27278
2770	103402	27240
2771	103433	27201
2772	103471	27164
2773	103505	27126
2774	103541	27088
2775	103577	27051
2776	103608	27012
2777	103640	26973
2778	103674	26935
2779	103708	26896
2780	103742	26859
2781	103782	26822
2782	103821	26785
2783	103856	26747
2784	103893	26710
2785	103930	26672
2786	103964	26634
2787	103997	26596
2788	104041	26560
2789	104076	26522
2790	104110	26484
2791	104143	26446
2792	104176	26407
2793	104210	26369
2794	104247	26332
2795	104280	26293
2796	104319	26257
2797	104355	26219
2798	104396	26182
2799	104430	26145
2800	104467	26107
2801	104508	26071
2802	104548	26034
2803	104589	25998
2804	104625	25960
2805	104662	25923
2806	104699	25885
2807	104736	25848
2808	104770	25810
2809	104804	25772
2810	104839	25734
2811	104878	25697
2812	104916	25660
2813	104948	25621
2814	104984	25584
2815	105022	25547
2816	105057	25509
2817	105092	25471
2818	105136	25435
2819	105169	25397
2820	105205	25359
2821	105242	25322
2822	105276	25284
2823	105309	25246
2824	105345	25208
2825	105383	25171
2826	105421	25134
2827	105458	25096
2828	105499	25060
2829	105533	25022
2830	105563	24983
2831	105605	24946
2832	105638	24908
2833	105670	24870
2834	105705	24832
2835	105741	24794
2836	105776	24756
2837	105815	24720
2838	105857	24683
2839	105897	24647
2840	105934	24609
2841	105969	24571
2842	106002	24533
2843	106041	24496
2844	106081	24460
2845	106128	24425
2846	106165	24387
2847	106201	24350
2848	106239	24313
2849	106280	24276
2850	106316	24239
2851	106354	24201
2852	106390	24164
2853	106431	24127
2854	106465	24089
2855	106498	24051
2856	106532	24013
2857	106567	23975
2858	106602	23938
2859	106640	23900
2860	106676	23863
2861	106707	23824
2862	106742	23786
2863	106779	23749
2864	106813	23711
2865	106850	23674
2866	106884	23636
2867	106919	23598
2868	106952	23560
2869	106994	23523
2870	107032	23486
2871	107072	23449
2872	107104	23411
2873	107139	23373
2874	107172	23335
2875	107210	23298
2876	107245	23260
2877	107279	23222
2878	107318	23185
2879	107358	23149
2880	107394	23111
2881	107428	23073
2882	107464	23036
2883	107503	22999
2884	107551	22964
2885	107596	22928
2886	107635	22891
2887	107671	22854
2888	107711	22817
2889	107753	22781
2890	107790	22743
2891	107830	22707
2892	107868	22669
2893	107909	22633
2894	107956	22598
2895	107988	22559
2896	108025	22522
2897	108062	22485
2898	108098	22447
2899	108134	22409
2900	108170	22372
2901	108206	22334
2902	108244	22297
2903	108281	22260
2904	108317	22222
2905	108357	22186
2906	108398	22149
2907	108433	22111
2908	108471	22074
2909	108505	22036
2910	108541	21999
2911	108574	21960
2912	108610	21923
2913	108649	21886
2914	108687	21849
2915	108723	21811
2916	108760	21774
2917	108796	21736
2918	108833	21699
2919	108867	21661
2920	108902	21623
2921	108938	21586
2922	108973	21548
2923	109008	21510
2924	109046	21473
2925	109083	21436
2926	109126	21400
2927	109159	21362
2928	109202	21325
2929	109238	21288
2930	109278	21251
2931	109313	21214
2932	109350	21176
2933	109388	21139
2934	109425	21102
2935	109462	21064
2936	109498	21027
2937	109533	20989
2938	109567	20951
2939	109599	20913
2940	109636	20875
2941	109671	20838
2942	109704	20800
2943	109739	20762
2944	109779	20725
2945	109815	20688
2946	109850	20650
2947	109893	20614
2948	109934	20577
2949	109974	20540
2950	110008	20503
2951	110047	20466
2952	110081	20428
2953	110115	20390
2954	110152	20353
2955	110189	20315
2956	110224	20278
2957	110258	20240
2958	110290	20201
2959	110326	20164
2960	110361	20126
2961	110396	20088
2962	110427	20050
2963	110463	20013
2964	110498	19975
2965	110535	19938
2966	110577	19901
2967	110615	19864
2968	110649	19826
2969	110682	19788
2970	110722	19751
2971	110755	19713
2972	110787	19675
2973	110824	19638
2974	110856	19600
2975	110890	19562
2976	110922	19524
2977	110955	19486
2978	110986	19447
2979	111020	19409
2980	111051	19371
2981	111083	19333
2982	111114	19295
2983	111147	19257
2984	111183	19219
2985	111216	19181
2986	111252	19144
2987	111290	19107
2988	111323	19069
2989	111372	19033
2990	111415	18997
2991	111453	18960
2992	111492	18923
2993	111526	18885
2994	111562	18848
2995	111596	18810
2996	111630	18772
2997	111667	18735
2998	111708	18698
2999	111742	18661
3000	111772	18622
3001	111804	18584
3002	111842	18547
3003	111877	18509
3004	111910	18471
3005	111947	18434
3006	111981	18396
3007	112020	18359
3008	112061	18323
3009	112097	18285
3010	112134	18248
3011	112173	18211
3012	112205	18173
3013	112239	18135
3014	112274	18098
3015	112314	18061
3016	112353	18024
3017	112384	17985
3018	112426	17949
3019	112462	17912
3020	112499	17874
3021	112532	17836
3022	112570	17799
3023	112608	17762
3024	112646	17725
3025	112685	17688
3026	112717	17650
3027	112755	17613
3028	112788	17575
3029	112821	17537
3030	112853	17499
3031	112889	17462
3032	112920	17424
3033	112960	17387
3034	112997	17349
3035	113033	17312
3036	113064	17274
3037	113100	17236
3038	113136	17199
3039	113169	17161
3040	113204	17124
3041	113244	17087
3042	113283	17050
3043	113316	17012
3044	113353	16975
3045	113394	16938
3046	113429	16900
3047	113460	16862
3048	113496	16825
3049	113528	16787
3050	113560	16749
3051	113594	16711
3052	113631	16674
3053	113661	16636
3054	113696	16598
3055	113729	16560
3056	113763	16523
3057	113804	16486
3058	113840	16449
3059	113872	16411
3060	113904	16373
3061	113935	16334
3062	113973	16297
3063	114010	16260
3064	114044	16222
3065	114084	16186
3066	114115	16148
3067	114147	16110
3068	114182	16072
3069	114217	16035
3070	114253	15997
3071	114288	15960
3072	114322	15922
3073	114352	15884
3074	114387	15846
3075	114422	15809
3076	114453	15771
3077	114487	15733
3078	114525	15696
3079	114562	15659
3080	114596	15621
3081	114630	15584
3082	114663	15546
3083	114697	15508
3084	114732	15471
3085	114766	15433
3086	114801	15396
3087	114837	15358
3088	114869	15320
3089	114902	15283
3090	114935	15245
3091	114971	15208
3092	115008	15170
3093	115046	15133
3094	115081	15096
3095	115116	15058
3096	115151	15021
3097	115186	14983
3098	115218	14946
3099	115248	14907
3100	115280	14870
3101	115315	14832
3102	115350	14795
3103	115387	14758
3104	115426	14721
3105	115461	14683
3106	115491	14645
3107	115530	14608
3108	115567	14571
3109	115603	14534
3110	115632	14495
3111	115678	14459
3112	115716	14422
3113	115749	14385
3114	115784	14347
3115	115817	14309
3116	115847	14271
3117	115883	14234
3118	115914	14196
3119	115949	14159
3120	115984	14121
3121	116020	14084
3122	116050	14046
3123	116085	14009
3124	116124	13972
3125	116159	13934
3126	116193	13897
3127	116225	13859
3128	116256	13821
3129	116286	13783
3130	116316	13745
3131	116348	13707
3132	116383	13670
3133	116415	13632
3134	116446	13594
3135	116481	13557
3136	116515	13519
3137	116550	13482
3138	116586	13445
3139	116621	13407
3140	116658	13370
3141	116694	13333
3142	116725	13295
3143	116761	13258
3144	116795	13220
3145	116832	13183
3146	116869	13146
3147	116904	13109
3148	116943	13072
3149	116975	13034
3150	117008	12996
3151	117043	12959
3152	117076	12921
3153	117112	12884
3154	117147	12847
3155	117180	12809
3156	117214	12772
3157	117249	12734
3158	117281	12697
3159	117316	12659
3160	117351	12622
3161	117382	12584
3162	117420	12547
3163	117455	12510
3164	117492	12473
3165	117531	12436
3166	117562	12398
3167	117601	12361
3168	117633	12323
3169	117667	12286
3170	117698	12248
3171	117729	12210
3172	117761	12173
3173	117793	12135
3174	117827	12098
3175	117859	12060
3176	117891	12022
3177	117924	11985
3178	117961	11948
3179	117992	11910
3180	118028	11873
3181	118060	11835
3182	118092	11798
3183	118125	11760
3184	118160	11723
3185	118194	11685
3186	118227	11648
3187	118259	11610
3188	118292	11573
3189	118328	11536
3190	118362	11498
3191	118401	11461
3192	118441	11424
3193	118476	11387
3194	118516	11350
3195	118557	11314
3196	118595	11277
3197	118632	11239
3198	118667	11202
3199	118704	11165
3200	118738	11128
3201	118774	11091
3202	118806	11053
3203	118849	11016
3204	118881	10979
3205	118920	10942
3206	118957	10905
3207	118992	10868
3208	119024	10830
3209	119059	10793
3210	119093	10755
3211	119124	10718
3212	119157	10680
3213	119191	10643
3214	119224	10606
3215	119255	10568
3216	119287	10530
3217	119318	10493
3218	119353	10455
